id,title,category
401,برقرار روابط دیپلماتیک بین دو کشور اتحادیه جماهیر شوروی و کلمبیا,"Politics"
402,واقعه مسجد گوهرشاد,"Politics, Social, Crime/Safety"
403,کشتار مردم متعرض به کشف حجاب در مسجد گوهرشاد مشهد توسط قزاقان رضا شاه پهلوی,"Politics, Social, Crime/Safety"
404,بخشنامه تعمیم ساعت محلی تهران به تمام نقاط ایران و یکسان سازی ساعت رسمی در سراسر کشور صادر شد,"Politics, Social"
405,شهریور-  تغییر نام «دهکرد» به شهرکرد با تصویب فرهنگستان ایران,"Social, Politics"
406,بنیانگذاری بیمه ایران,"Economy"
407,تأسیس شرکت سهامی بیمه ایران، به عنوان اولین شرکت بیمه ایرانی,"Economy"
408,ثبت مناره رهروان (رادان) به‌عنوان یکی از آثار ملی ایران,"Social"
409,ثبت امامزاده حبیب بن موسی به‌عنوان یکی از آثار ملی ایران,"Social"
410,ثبت مناره چهل دختران به‌عنوان یکی از آثار ملی ایران,"Social"
411,ثبت آرامگاه سید رکن‌الدین به‌عنوان یکی از آثار ملی ایران,"Social"
412,ثبت مناره کبیر به‌عنوان یکی از آثار ملی ایران,"Social"
413,ثبت باغ فین به‌عنوان یکی از آثار ملی ایران,"Social"
414,تصویب و اجرای قانون کشف حجاب به فرمان رضاشاه,"Politics, Social"
415,کشف حجاب، به فرمان رضا شاه به سر کردن چادر و چاقچور ممنوع می‌شود. در این روز رضاشاه به همراه ملکه پهلوی و دختران خود که برای نخستین بار چادر به‌سر نداشتند به دانشسرای دختران می‌روند و برای زنان و دختران ایران سخنرانی می‌کند.,"Politics, Social"
416,آغاز سومین فصل کاوش در تپه بندبال (خوزستان) از دوره پیش از تاریخ.,"Social"
417,افتتاح پل ورسک در سوادکوه، مازندران,"Technology/Science, Economy"
418,"ایران درودی، نقاش، کارگردان فیلم، نویسنده، منتقد ادبی و استاد دانشگاه رشته تاریخ هنر","Social"
419,انتخاب محمود بدر به‌عنوان سرپرست وزارت دارایی به فرمان محمود جم,"Politics, Economy"
420,امضا شدن پیمان سعدآباد,"Politics"
421,افتتاح تونل کندوان به طول حدود ۱۸۸۴ متر,"Technology/Science, Economy"
422,قهرمانی ایتالیا در جام جهانی ۱۹۳۸,"Sports/Entertainment"
423,افتتاح راه‌آهن سراسری ایران,"Technology/Science, Economy"
424,پایان ساخت راه‌آهن سراسری ایران,"Technology/Science, Economy"
425,معرفی علی‌اکبر دفتری به‌عنوان کاردار موقت به سفارت ایران در آمریکا,"Politics"
426,قاسم صور اسرافیل ، کفیل شهرداری تهران از خدمت معاف شد و به جای وی غلامحسین ابتهاج کفیل شهرداری شد,"Politics"
427,بنیانگذاری کارخانه هواپیماسازی شهباز و یک باشگاه هواپیمایی.,"Technology/Science, Economy"
428,برگزاری نخستین مسابقه‌های رسمی در ورزشگاه شهید شیرودی,"Sports/Entertainment"
429,به دنبال حمله آلمان به لهستان در تهران اعلامیه ای منتشر شد و دولت ایران اعلام بیطرفی کرد,"Politics"
430,با برکناری محمود جم، احمد متین دفتری با حکم رضاشاه پهلوی نخست‌وزیر شد.,"Politics"
431,اولین فرستنده رادیویی ایران در تهران تأسیس شد. این فرستنده رادیویی تنها هشت ساعت برنامه از جمله اخبارو موسیقی ایرانی را پخش می‌کرد,"Technology/Science, Social"
