id,title,category
1601,"اعدام خدیجه ( شهلا ) جاهد ؛ پرستار ، دانشجوی روان‌شناسی ، مربی مهدکودک ، همسر دوم موقت ناصر محمدخانی و محکوم به جنایت قتل فاطمه ( لاله ) سحرخیزان (خیّر و همسر اول ناصر محمد خانی)","Crime/Safety, Social"
1602,فتوای سید علی خامنه‌ای درباره منع ساخت سلاح هسته‌ای,"Politics"
1603,بمب‌گذاری در چابهار,"Politics, Crime/Safety"
1604,خودسوزی محمد بوعزیزی دستفروش تونسی در اعتراض به توقیف کالاهایش اقدام بوعزیزی آغازگر انقلابی در تونس شد که به حکومت ۲۳ سالهٔ زین‌العابدین بن علی بر این کشور پایان بخشید ادامه این روند به جریانی موسوم به بهار عربی شد.,"Politics, Social"
1605,زمین‌لرزه فهرج,"Natural Disaster"
1606,حادثه پرواز شماره ۲۷۷ ایران‌ایر,"Crime/Safety, Technology/Science"
1607,پرواز ۲۷۷ هواپیمایی ایران ایر در نزدیکی ارومیه در کشور سقوط کرد و منجر به کشته شدن ۷۷ نفر شد.,"Crime/Safety, Technology/Science"
1608,رقابت ۲۱ دی تیم ملی فوتبال ایران با تیم ملی فوتبال عراق در جام ملت‌های آسیا ۲۰۱۱,"Sports/Entertainment"
1609,رقابت ۲۵ دی تیم ملی فوتبال ایران با تیم ملی فوتبال کره شمالی در جام ملت‌های آسیا ۲۰۱۱,"Sports/Entertainment"
1610,رقابت ۲۹ دی تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در جام ملت‌های آسیا ۲۰۱۱,"Sports/Entertainment"
1611,رقابت ۲ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۲۰۱۱,"Sports/Entertainment"
1612,فرزاد اسماعیلی به دستور سید علی خامنه‌ای به‌عنوان فرمانده قرارگاه پدافند هوایی خاتم‌الانبیا انتخاب شد,"Politics"
1613,آغاز انقلاب مصر با هدف سرنگونی حسنی مبارک.,"Politics, Social"
1614,آغاز برگزاری بیست و نهمین دوره جشنواره بین‌المللی فیلم فجر,"Social, Sports/Entertainment"
1615,خروج حسنی مبارک از مصر و پیروزی انقلاب مصر.,"Politics"
1616,اعتراضات ۲۵ بهمن جنبش سبز,"Politics, Social"
1617,اعتراضات جنبش سبز در ۲۵ ۱۳۸۹۱ - اعتراضات جنبش سبز در ۱ ۱۳۸۹,"Politics, Social"
1618,پایان برگزاری بیست و نهمین دوره جشنواره بین‌المللی فیلم فجر,"Social, Sports/Entertainment"
1619,تظاهرات ۱ اسفند جنبش سبز.,"Politics, Social"
1620,انتشار ویراست دوم منشور جنبش سبز,"Politics, Social"
1621,تظاهرات ۱۰ اسفند جنبش سبز,"Politics, Social"
1622,"هنگامی که ۱۵ جوان در درعا به جرم نوشتن نقاشیواری بر رویوار مدرسه خود و محکوم کردن رژیم رئیس‌جمهور بشار اسد دستگیر شدند، مرحله قیام داخلی جنگ داخلی سوریه آغاز شد.","Politics, Crime/Safety"
1623,تظاهرات ۱۷ اسفند جنبش سبز,"Politics, Social"
