id,title,category
1801,اجرای حکم قطع دست و پای یک نفر در زندان مشهد,"Crime/Safety, Social"
1802,آغاز جام حذفی فوتبال ایران ۹۵–۱۳۹۴,"Sports/Entertainment"
1803,رقابت ۱۲ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال گوام در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1804,رقابت ۱۷ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال هند در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1805,"سقوط جرثقیل در صحن مسجدالحرام، در آستانهٔ مناسک حج تمتع، منجر به مجروح و کشته شدن تعداد زیادی از حجاج و کشته شدن یازده ایرانی شد.","Crime/Safety, Social"
1806,خورشیدگرفتگی جزئی ۲۲ (غیرقابل رویت در ایران و خاورمیانه),"Technology/Science"
1807,افتتاح شبکه نهال سیما,"Social, Technology/Science"
1808,بیش از ۴۶۰ ایرانی جان خود را در حادثه ازدحام حجاج در منا به دلیل خفگی و تنگی نفس بر اثر فشار زیاد و ازدحام جمعیت در طی حج و مراسم رمی جمرات در شهر مکه، عربستان سعودی از دست دادند. در این حادثه ۴۶۴ ایرانی جان خود را از دست دادند.,"Crime/Safety, Social"
1809,ماه‌گرفتگی کلی ۶ (قابل رویت در ایران و بیشتر نقاط دنیا),"Technology/Science"
1810,رقابت ۱۶ مهر تیم ملی فوتبال ایران با تیم ملی فوتبال عمان در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1811,"طرح اقدام متناسب و متقابل دولت در اجرای برجام، در مجلس شورای اسلامی ایران به تصویب رسید.","Politics"
1812,"۲۰. تظاهرات بزرگ هزاره‌ها موسوم به «جنبش تبسم» در کابل علیه حکومت افغانستان به ریاست اشرف‌غنی در اعتراض علیه تبعیض و کوتاهی در امنیت مردم هزاره برگزار شد..این اعتراضات پس از سربریده شدن یک خانواده هزاره در زابل از سوی داعش صورت گرفت.","Politics, Social, Crime/Safety"
1813,سیل ایلام,"Natural Disaster"
1814,جنجال برنامه فیتیله,"Social"
1815,تظاهرات بزرگ هزاره‌ها موسوم به «جنبش تبسم» در کابل علیه حکومت افغانستان به ریاست اشرف‌غنی در اعتراض علیه تبعیض و کوتاهی در امنیت مردم هزاره برگزار شد. این اعتراضات پس از سربریده شدن یک خانواده هزاره در زابل از سوی داعش صورت گرفت.,"Politics, Social, Crime/Safety"
1816,سیل رودان,"Natural Disaster"
1817,رقابت ۲۱ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال ترکمنستان در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1818,رقابت ۲۶ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال گوام در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1819,اجرای حکم قطع انگشتان دست یک سارق در شیراز,"Crime/Safety, Social"
1820,آغاز حمله به سفارت و کنسولگری عربستان سعودی در ایران,"Politics, Crime/Safety"
1821,"به‌دنبال اعدام نمر باقر النمر، مرجع شیعهٔ اهل عربستان توسط دولت آل سعود، حمله به سفارت و کنسولگری عربستان سعودی در ایران در تهران و مشهد اتفاق افتاد.","Politics, Crime/Safety"
1822,دستگیری ملوانان آمریکایی,"Politics, Crime/Safety"
1823,حادثه ۲۲ تیر فروند هواپیمای آموزشی,"Crime/Safety, Technology/Science"
1824,حادثه بهمن پرواز ۴۰۱۰ فروند هواپیمای بویینگ MD83,"Crime/Safety, Technology/Science"
1825,انفجار پالایشگاه نفت لاوان,"Crime/Safety, Technology/Science, Economy"
1826,برگزاری پنجمین انتخابات مجلس خبرگان رهبری.,"Politics"
1827,دهمین دورهٔ انتخابات مجلس شورای اسلامی و پنجمین دورهٔ انتخابات مجلس خبرگان رهبری برگزار شد.,"Politics"
1828,خورشیدگرفتگی کلی ۱۹ (غیرقابل رویت در ایران و خاورمیانه),"Technology/Science"
1829,مأموریت احمد شهید، گزارشگر ویژه حقوق بشر در ایران بارگر از سوی شورای حقوق بشر سازمان ملل متحد با ۲۰ رأی مثبت، ۱۵ رأی منفی و ۱۱ رأی ممتنع تمدید گردید.,"Politics, Social"
1830,وزارت دادگستری ایالات متحده آمریکا برای ۷ ایرانی به اتهام حمله سایبری به یک سد کوچک در اطراف نیویورک و چند بانک آمریکایی، کیفرخواست صادر کرد.,"Crime/Safety, Technology/Science, Politics"
1831,رقابت ۱۰ فروردین تیم ملی فوتبال ایران با تیم ملی فوتبال عمان در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا) و جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
1832,روز پاسداشت هویت قوم لک,"Social"
1833,حادثه ۸ اردیبهشت فروند آموزشی چنگدو جی-۷,"Crime/Safety, Technology/Science"
1834,آغاز یک دوره رسوایی فیش‌های حقوقی مدیران دولتی ایران که طی آن چندین مدیر مجبور به استعفا شدند و سران این کشور مجبور به موضع‌گیری شدند.,"Politics, Economy"
1835,گذر سیاره عطارد از ساعت ۱۵:۴۱ تا ۲۳:۱۰ به وقت تهران رخ داد که تا غروب از ایران نیز قابل رویت بود.,"Technology/Science"
1836,قهرمان لیگ برتر خلیج فارس: باشگاه فوتبال استقلال.,"Sports/Entertainment"
1837,انتشار گزارش مذاکره‌های سید روح‌الله خمینی با جیمی کارتر از رسانه بی‌بی‌سی,"Politics, Social"
1838,"ملا اختر منصور، رهبر طالبان طی حملهٔ هوایی نیروهای آمریکایی در پاکستان به قتل رسید. طالبان در بیانیه‌ای مرگ وی را تأیید و هبت‌الله آخندزاده را رهبر جدید و از سراج‌الدین حقانی و ملا محمد یعقوب به‌عنوان معاونان او نام برد.","Politics, Crime/Safety"
1839,انتشار گزارش تماس های میان ایالات متحده آمریکا و سید روح‌الله خمینی از رسانه بی‌بی‌سی.,"Politics, Social"
1840,نخستین جلسه رسمی دوره دهم مجلس شورای اسلامی تشکیل شد,"Politics"
1841,علی لاریجانی رئیس دهمین دوره مجلس شورای اسلامی شد.,"Politics"
1842,تیم ملی والیبال مردان ایران پس از ۵۲ سال و برای اولین بار به المپیک راه یافت.,"Sports/Entertainment"
1843,شورای حکام آژانس بین‌المللی انرژی اتمی در نشست خود، پایبندی ایران به تمام مفاد قطعنامه ۲۲۳۱ شورای امنیت سازمان ملل متحد را تأیید کرد.,"Politics"
1844,پس از شش سال رأی اتحادیه اروپا مبنی بر ممنوعیت بخشی از ناوگان ایران‌ایر برای پرواز به اتحادیه اروپا لغو شد و با این کار، هواپیمایی جمهوری اسلامی ایران از لیست سیاه پرواز در اروپا بیرون آمد.,"Politics, Economy, Technology/Science"
1845,در پی سلب تابعیت شیخ عیسی احمد قاسم از سوی مقامات بحرین، قاسم سلیمانی فرمانده نیروی قدس سپاه پاسداران در بیانیه‌ای به دولت این کشور اخطار داد که این عمل باعث مقاومت مسلحانه و سقوط رژیم آل‌خلیفه خواهد شد.,"Politics"
1846,حادثه سقوط اتوبوس سربازان پادگان صفر پنج کرمان,"Crime/Safety"
1847,"در ایران، ۱۹ سرباز وظیفه پادگان آموزشی ۰۵ کرمان که به مرخصی می‌رفتند، در پی ناتوانی راننده در کنترل اتوبوس در محور سیرجان به نی‌ریز و در گردنه لایروز کشته شدند. این حادثه واکنش‌های زیادی از سوی مردم در پی داشت.","Crime/Safety, Social"
1848,درگیری بین نیروهای سپاه پاسداران ایران و اعضای حزب دموکرات کردستان در اطراف روستای بنگوین مهاباد منجر به مرگ ۱۲ نفر از این گروه شد. سپاه پاسداران طی اطلاعیه‌ای مدعی شد که کشته‌شدگان در پی نفوذ و انجام کار تروریستی در ایران بودند.,"Politics, Crime/Safety"
1849,در پی افشای حقوق‌های غیرمتعارف مسئولان ایرانی، مدیر عامل بانک صادرات توسط وزیر اقتصاد برکنار شد و مدیران عامل بانک‌های ملت و قرض‌الحسنه ایران استعفا دادند.,"Politics, Economy"
1850,آتش‌سوزی پتروشیمی بوعلی سینا,"Crime/Safety, Technology/Science, Economy"
1851,"مجلس نمایندگان آمریکا با ۲۳۹ رأی موافق در برابر ۱۸۵ رأی مخالف قانون «منع فروش هواپیماهای «بوئینگ» را به ایران» تصویب کرد. بوئینگ خواستار اعمال این محدودیت برای همهٔ شرکت‌های هواپیماسازی از جمله ایرباس شد. این مصوبه در نهایت نیازمند تأیید رئیس‌جمهور است.","Politics, Economy, Technology/Science"
1852,"آتش‌سوزی در مجتمع پتروشیمی بوعلی سینا در بندر ماهشهر خوزستان، پس از سه روز مهار شد.","Crime/Safety, Technology/Science, Economy"
1853,"چهار فرد مسلح در شهر دالاهو به خودروی حشمت‌الله فلاحت‌پیشه، نماینده اسلام‌آباد غرب در مجلس حمله کرده و دو تن از همراهان وی را کشتند.","Politics, Crime/Safety"
1854,حادثه تیر هواپیمایی زاگرس,"Crime/Safety, Technology/Science"
1855,"مجلس نمایندگان آمریکا با ۲۴۹ رأی موافق در برابر ۱۷۶ رأی مخالف، «قانون منع خرید آب سنگین از ایران» را تصویب کرد. کاخ سفید پیش از آن تهدید کرده بود این قانون و هر قانونی که برجام را به چالش بکشاند را رد خواهد کرد.","Politics, Economy, Technology/Science"
