id,title,category
1,امضا شدن نخستین عهدنامه از عهدنامه‌های ارزروم در میان حکومت دودمان قاجار از ایران با امپراتوری عثمانی,"Politics"
2,زمین‌لرزه شیراز,"Natural Disaster"
3,آغاز جنگ ایران و روسیه (۱۸۲۸–۱۸۲۶),"Politics, Crime/Safety"
4,آغاز محاصره عباس‌آباد,"Politics, Crime/Safety"
5,پایان محاصره عباس‌آباد و تصرف عباس‌آباد,"Politics, Crime/Safety"
6,امضا شدن عهدنامه ترکمانچای بین دودمان قاجار از ایران با امپراتوری روسیه,"Politics, Economy"
7,پایان جنگ ۱۸۲۶ تا ۱۸۲۸ ایران و روسیه,"Politics"
8,حمله به سفارت روسیه در تهران و قتل الکساندر گریبایدوف سفیر روسیه,"Politics, Crime/Safety"
9,انتشار کاغذ اخبار نخستین نشریه فارسی‌زبان در تهران,"Social"
10,دومین عهدنامه از عهدنامه‌های ارزروم بین ایران و امپراتوری عثمانی امضا شد.,"Politics"
11,آغاز پادشاهی ناصرالدین‌شاه,"Politics"
12,آغاز صدراعظمی امیرکبیر به فرمان ناصرالدین شاه,"Politics"
13,آغاز شورش بابیان نی‌ریز,"Politics, Social"
14,پایان شورش بابیان نی‌ریز,"Politics, Social"
15,انتشار نخستین شماره از روزنامه وقایع اتفاقیه در ایران. این روزنامه به کوشش امیرکبیر منتشر شد.,"Social"
16,بنیانگذاری دارالفنون نخستین مرکز آموزش عالی نوین ایران به ابتکار میرزاتقی‌خان امیرکبیر,"Social, Technology/Science"
17,ترور نافرجام ناصرالدین‌شاه,"Politics, Crime/Safety"
18,بنیان‌گذاری سفارت ایران در فرانسه,"Politics"
19,بین ایران و انگلستان معاهده پاریس بسته شد,"Politics"
20,اولین خط تلگراف قاره‌پیما، در ایالات متحده آمریکا، با ارسال پیام «به پایان رسید.» تکمیل شد.,"Technology/Science, Social"
21,واگذاری امتیاز بهره‌برداری از معادن ایران به رویتر انگلیسی در زمان ناصرالدین شاه,"Economy, Politics"
22,آغاز نخستین سفر ناصرالدین‌شاه به اروپا,"Politics, Social"
23,انتشار شمس‌النهار، نخستین روزنامه در افغانستان و در سلطنت شیرعلی خان.(۱۵ ذی‌الحجه ۱۲۹۰ق).[۱],"Social"
24,‌ بین ایران و امپراتوری روسیه پیمان آخال امضا شد,"Politics"
25,آغاز سومین سفر ناصرالدین‌شاه به اروپا,"Politics, Social"
26,امضا شدن قرارداد رژی,"Economy, Politics"
27,ترجمه کتاب سیاست نامه خواجه نظام الملک به زبان فرانسوی.,"Social"
28,واگذاری شیلات شمال ایران به استفان لیانازوف، سرمایه دار روسی,"Economy, Politics"
29,انتشار روزنامه تندرو مساوات، به مدیریت سید محمدرضا شیرازی، در تهران,"Social, Politics"
30,ورود اولین اتومبیل به ایران در زمان مظفرالدین شاه قاجار,"Technology/Science, Social"
31,امتیازنامه دارسی بین حکومت ایران با ویلیام ناکس دارسی امضا شد,"Economy, Politics"
32,آغاز تحصن بازرگانان در حرم عبدالعظیم در آستانه سفر مظفرالدین شاه به اروپا,"Politics, Social, Economy"
33,مهاجرت علما و مردم تهران به قم و آغاز هجرت کبری در جریان نهضت مشروطه,"Politics, Social"
34,صدور فرمان مشروطیت در ایران، توسط مظفرالدین شاه پنجمین شاه قاجار,"Politics"
35,صدور فرمان مشروطیت.,"Politics"
