id,title,category
2001,آغاز جام حذفی فوتبال ایران ۹۸–۱۳۹۷,"Sports/Entertainment"
2002,حادثه ریزش غار یخی چما,"Crime/Safety, Natural Disaster"
2003,زمین‌لرزه شهریور تازه‌آباد کرمانشاه,"Natural Disaster"
2004,سانحه جنگنده اف-۵ دزفول,"Crime/Safety, Technology/Science"
2005,حمله به کنسولگری ایران در بصره,"Politics, Crime/Safety"
2006,حمله موشکی سپاه پاسداران به مقر حزب دموکرات کردستان,"Politics, Crime/Safety"
2007,حمله موشکی سپاه پاسداران به مقر حزب دموکرات کردستان با ۷ موشک کوتاه‌برد فاتح ۱۱۰ که منجر به کشته شدن ۱۵ نفر از اعضای حزب و زخمی شدن حدود ۴۰ نفر از آنان شد.,"Politics, Crime/Safety, Technology/Science"
2008,آغاز اعتصاب سراسری کردستان,"Social, Politics, Economy"
2009,حمله سفارت ایران در پاریس,"Politics, Crime/Safety"
2010,حمله به رژه نظامی در اهواز.,"Politics, Crime/Safety"
2011,سیل شمال ایران,"Natural Disaster"
2012,برگزاری سومین دور انتخابات شورای ملی افغانستان در نظام جمهوری اسلامی,"Politics"
2013,طوفان مهران,"Natural Disaster"
2014,انحلال باشگاه فوتبال نفت تهران.,"Sports/Entertainment"
2015,نایب قهرمانی باشگاه فوتبال پرسپولیس در لیگ قهرمانان آسیا ۲۰۱۸.,"Sports/Entertainment"
2016,زمین‌لرزه سرپل ذهاب,"Natural Disaster"
2017,بمب‌گذاری در چابهار,"Politics, Crime/Safety"
2018,آتش‌سوزی مدرسه اسوه حسنه زاهدان,"Crime/Safety, Social"
2019,واژگونی اتوبوس دانشجویان واحد علوم تحقیقات دانشگاه آزاد تهران,"Crime/Safety, Social"
2020,حادثه واژگونی اتوبوس حامل دانشجویان دانشگاه آزاد اسلامی واحد علوم و تحقیقات (تهران) که منجر به کشته شدن ۱۰ دانشجو شد.,"Crime/Safety, Social"
2021,کشف جسد بی‌جان زهرا نویدپور,"Crime/Safety, Social"
2022,خورشید گرفتگی جزیی: غیرقابل رویت در ایران.,"Technology/Science"
2023,رقابت ۱۷ دی تیم ملی فوتبال ایران با تیم ملی فوتبال یمن در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2024,رقابت ۲۲ دی تیم ملی فوتبال ایران با تیم ملی فوتبال ویتنام در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2025,حادثه ۲۴ دی فروند بوئینگ ۷۰۷ نهاجا,"Crime/Safety, Technology/Science"
2026,سقوط هواپیمای بوئینگ ۷۰۷ ارتش جمهوری اسلامی ایران در فرودگاه فتح در استان البرز که منجر به کشته شدن ۱۵ نفر از ۱۶ نفر سرنشین‌های این هواپیما شد.,"Crime/Safety, Technology/Science"
2027,رقابت ۲۶ دی تیم ملی فوتبال ایران با تیم ملی فوتبال عراق در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2028,رقابت ۳۰ دی تیم ملی فوتبال ایران با تیم ملی فوتبال عمان در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2029,ماه‌گرفتگی کلی ۱ بهمن ۹۷: قابل رویت در ایران.,"Technology/Science"
2030,رقابت ۴ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال چین در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2031,رقابت ۸ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال ژاپن در جام ملت‌های آسیا ۲۰۱۹,"Sports/Entertainment"
2032,رونمایی از پهپاد کمان ۱۲,"Technology/Science, Politics"
2033,حمله به ناحیه مقاومت بسیج نیکشهر,"Politics, Crime/Safety"
