id,title,category
801,رقابت ۱۳ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هلند در جام جهانی فوتبال  ۱۹۷۸,"Sports/Entertainment"
802,رقابت ۱۷ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال اسکاتلند در جام جهانی فوتبال ۱۹۷۸,"Sports/Entertainment"
803,رقابت ۲۱ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال پرو در جام جهانی فوتبال  ۱۹۷۸,"Sports/Entertainment"
804,قهرمانی آرژانتین در جام جهانی ۱۹۷۸,"Sports/Entertainment"
805,حمله شدیداللحن فیدل کاسترو به ایران و عربستان سعودی که ثروت مردم فقیر را به نفع قدرت های امپریالیستی از چنگشان خارج می کنند.,"Politics"
806,حمله شدیداللحن فیدل کاسترو به ایران و عربستان سعودی که ثروت مردم فقیر را به نفع قدرت های امپریالیستی از چنگشان خارج می کنند.,"Politics"
807,زمین‌لرزه طبس با شدت ۷٫۸ ریشتر و حدود ۱۵٬۰۰۰ نفر کشته,"Natural Disaster"
808,آتش‌سوزی سینما رکس آبادان,"Social, Crime/Safety"
809,پیام روح‌الله خمینی در پی آتش‌سوزی سینما رکس آبادان,"Politics, Social"
810,انحلال دولت جمشید آموزگار و تشکیل دولت سوم جعفر شریف‌امامی,"Politics"
811,ربوده شدن سید موسی صدر,"Politics, Crime/Safety"
812,ربودن موسی صدر، اندیشمندنی ایرانی‌تبار و رئیس مجلس شیعیان لبنان در لیبی,"Politics, Crime/Safety"
813,تصویب اعلام حکومت نظامی در تهران به درخواست شریف امامی نخست‌وزیر پهلوی,"Politics, Crime/Safety"
814,درگیری مسلحانه مردم معترض و نیروهای نظامی ارتش در میدان ژاله در تهران (جمعه سیاه),"Politics, Social, Crime/Safety"
815,زمین‌لرزه طبس,"Natural Disaster"
816,انحلال حزب رستاخیز,"Politics"
817,تظاهرات ضدسلطنتی دانشجویان در دانشگاه‌های تهران و ملی (دانشگاه شهید بهشتی کنونی),"Politics, Social"
818,تحصن علمای حوزه علمیه قم در مدرسه خان، برای اعتراض به فاجعه مسجد جامع کرمان,"Politics, Social"
819,اعتصاب کارکنان وزارت کشور و پالایشگاه نفت تهران و بانک ایران و انگلیس,"Social, Economy, Politics"
820,اعتصاب دوباره کارکنان رادیو و تلویزیون برای ابراز مخالفت خود با حکومت پهلوی,"Politics, Social"
821,تظاهرات ضدسلطنتی، مردم در شهرهای گرگان و قم,"Politics, Social"
822,تحصن دانشجویان در بسیاری از دانشگاه‌ها و آزادی ۱۱۰۰ تن از معترضان به حکومت پهلوی از زندان‌ها,"Politics, Social"
823,انحلال دولت سوم جعفر شریف‌امامی,"Politics"
824,‌ تشکیل دولت نظامی غلامرضا ازهاری,"Politics, Crime/Safety"
825,راهپیمایی ۱۹ آذر,"Politics, Social"
826,"حادثهٔ خونبار مسجد ملک کرمان (مسجد امام خمینی حاضر). در این تاریخ در مسجد ذکرشده اجتماع عظیمی برپا شد. بعد از این تجمع، مردم راهپیمایی علیه رژیم حاکم (محمدرضا شاه پهلوی) را به سمت مسجد صاحب‌الزمان آغاز کردند که در چهارراه امام خمینی کرمان مأموران جلوی حرکت مردم را گرفتند و تعدادی از تظاهرکنندگان کشته و مجروح شدند. در این درگیری «فرامرز دادبین»، «غلامحسین مهدوی» و سید «حسین حسینی» کشته شدند.","Politics, Social, Crime/Safety"
827,انحلال دولت نظامی غلامرضا ازهاری.,"Politics"
828,آغاز کنفرانس گوادلوپ,"Politics"
829,پایان کنفرانس گوادلوپ,"Politics"
830,تشکیل شورای سلطنت,"Politics"
831,انتخاب سید جلال‌الدین تهرانی به ریاست شورای سلطنت,"Politics"
832,خروج محمدرضا پهلوی از ایران در پی بالاگرفتن تظاهرات مردمی,"Politics"
833,زمین‌لرزه قائن,"Natural Disaster"
834,خروج محمدرضا پهلوی از ایران در پی بالاگرفتن تظاهرات و مخالفت‌های مردمی,"Politics"
835,انتخاب سید جلال‌الدین تهرانی به ریاست شورای سلطنت,"Politics"
836,وقوع زمین‌لرزه در قائن,"Natural Disaster"
837,بازگشایی فرودگاه مهرآباد به فرمان شاپور بختیار,"Politics, Technology/Science"
838,گروه کثیری از اسلامگرایان افراطی در حالی که شعارهای مذهبی می‌دادند به کارخانه آبجوسازی شمس حمله کردند و این کارخانه را طعمه حریق ساختند.,"Social, Crime/Safety, Politics"
839,بازگشت سید روح‌الله خمینی پس از ۱۴سال تبعید از فرانسه به ایران,"Politics, Social"
840,بازگشت سید روح‌الله خمینی به ایران پس از چهارده سال تبعید,"Politics, Social"
841,بنیان‌گذاری دولت موقت ایران,"Politics"
842,انتخاب مهدی بازرگان به مقام نخست وزیری ایران,"Politics"
843,تشکیل دولت موقت به ریاست مهدی بازرگان,"Politics"
844,دستور ایالات متحده آمریکا به کارکنان خود برای خروج از ایران,"Politics"
845,دستور ایالات متحده به کارکنان خود برای خروج از ایران,"Politics"
846,جمعی از پرسنل نیروی هوایی با انجام رژه و خواندن سرود در مقابل روح‌الله خمینی، با انقلاب و رهبر آن اعلام همبستگی کردند.,"Politics"
847,پیروزی انقلاب,"Politics"
848,اعلامیه بی‌طرفی ارتش,"Politics"
849,پیروزی انقلاب اسلامی ایران، و پایان نظام شاهنشاهی در ایران,"Politics"
850,اعلامیه بی‌طرفی ارتش,"Politics"
851,بنیان‌گذاری حزب جمهوری اسلامی,"Politics"
852,تأسیس کمیته امداد امام خمینی به دستور سید روح‌الله خمینی‌,"Social, Politics"
853,تظاهرات ۱۷ اسفند,"Social, Politics"
854,نخستین اعتراضات بر ضد حکومت جمهوری اسلامی ایران از سوی زنان معترض به حجاب اجباری اسلامی (تظاهرات ۱۷ ۱۳۵۷),"Social, Politics"
855,خروج رسمی ایران از پیمان سنتو,"Politics"
856,قیام بیست و چهار حوت و کشته شدن ۲۵ هزار افغان توسط شوروی,"Politics, Crime/Safety"
857,برگزاری همه‌پرسی نظام جمهوری اسلامی در ایران و روز جمهوری اسلامی,"Politics"
858,همه‌پرسی نظام جمهوری اسلامی در ایران و رای آری ۹۸٫۲ درصد شرکت کنندگان.,"Politics"
859,بنیان‌گذاری بنیاد مسکن انقلاب اسلامی,"Social, Economy"
860,ترور مرتضی مطهری توسط گروه فرقان,"Politics, Crime/Safety"
861,لغو قانون اجازه استفاده مستشاران نظامی آمریکایی از بند دوم کنوانسیون وین‌ توسط نظام جمهوری اسلامی ایران,"Politics"
862,لغو کاپیتولاسیون در ایران,"Politics"
863,ترور محمدولی قرنی توسط گروه فرقان,"Politics, Crime/Safety"
864,ترور نافرجام اکبر هاشمی رفسنجانی توسط گروه فرقان,"Politics, Crime/Safety"
865,آغاز چهارشنبه سیاه خرمشهر,"Politics, Crime/Safety"
866,ترور ناموفق محمدرضا شاه به وسیلهٔ کارلوس و گروهش به دستور صادق خلخالی,"Politics, Crime/Safety"
867,انتخابات مجلس خبرگان قانون اساسی(۱۳۵۸),"Politics"
868,آغاز نبرد پاوه,"Politics, Crime/Safety"
869,بنیان‌گذاری مجلس خبرگان قانون اساسی,"Politics"
870,پایان,"Politics"
871,تخریب خانه باب پس از انقلاب ۱۳۵۷ ایران,"Social, Crime/Safety"
872,کشتار قارنا,"Politics, Crime/Safety"
873,درگذشت محمود طالقانی,"Politics, Social"
874,روز استقلال کانون کارشناسان رسمی دادگستری,"Social, Politics"
875,ایجاد قانون اساسی جمهوری اسلامی ایران,"Politics"
