id,title,category
1001,برگزاری انتخابات دوره دوم مجلس شورای اسلامی,"Politics"
1002,صدور قطعنامه ۵۵۲ شورای امنیت به دنبال شکایت کشورهای عضو کشورهای عضو شورای همکاری خلیج فارس علیه جمهوری اسلامی ایران مبنی بر حمله به کشتی‌هایشان,"Politics, Crime/Safety"
1003,رقابت ۱۸ مرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۱۹۸۴,"Sports/Entertainment"
1004,رقابت ۲۷ مرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۱۹۸۴,"Sports/Entertainment"
1005,آغاز نگارش جن‌نامه توسط هوشنگ گلشیری,"Social"
1006,بنیان‌گذاری شورای عالی انقلاب فرهنگی,"Politics, Social"
1007,نخستین بزرگ‌ترین پیروزی تیم ملی فوتبال ایران در مقابل تیم ملی فوتبال چین,"Sports/Entertainment"
1008,بنیان‌گذاری سازمان انتشارات سمت.,"Social"
1009,بمباران پادگان ابوذر توسط هواگردهای جنگنده نیروی هوایی عراق,"Politics, Crime/Safety"
1010,بمباران هوایی پیرانشهر در جریان جنگ ایران و عراق و مرگ ۹۰ تن از اهالی شهر,"Politics, Crime/Safety"
1011,آغاز عملیات بدر,"Politics, Crime/Safety"
1012,پرتاب اولین موشک بالستیک ایران از کرمانشاه به سوی پالایشگاه کرکوک در عراق,"Politics, Crime/Safety, Technology/Science"
1013,بمب‌گذاری نمازجمعه تهران,"Politics, Crime/Safety, Social"
1014,پایان عملیات بدر,"Politics, Crime/Safety"
1015,عملیات ظفر ۱,"Politics, Crime/Safety"
1016,عملیات ظفر ۱,"Politics, Crime/Safety"
1017,عملیات قدس ۲,"Politics, Crime/Safety"
1018,آغاز عملیات ظفر ۲ در پنجوین با تلاش ارتش جمهوری اسلامی ایران,"Politics, Crime/Safety"
1019,عملیات کوچک عاشورای ۱ در منطقه تکاب در شمال کردستان توسط سپاه پاسداران,"Politics, Crime/Safety"
1020,"پریناز ایزدیار، بازیگر","Social, Sports/Entertainment"
1021,"احسان لشگری، کشتی‌گیر","Social, Sports/Entertainment"
1022,سید روح الله خمینی برای بار دوم حکم ریاست جمهوری سید علی خامنه ای را تنفیذ کرد,"Politics"
