id,title,category
601,مجلس شورای ملی لایحه ایجاد سپاه بهداشت را تصویب کرد.,"Politics, Social, Health"
602,تهران - حسنعلی منصور نخست‌وزیر ایران شد.,"Politics"
603,واشنگتن - دانشگاه جرج تاون به محمد رضا شاه پهلوی دکترای افتخاری پیشکش می‌کند.,"Social, Politics"
604,نیویورک - دانشگاه نیویورک به محمد رضا شاه پهلوی دکترای افتخاری پیشکش می‌کند.,"Social, Politics"
605,لس انجلس - دانشگاه کالیفرنیا به محمد رضا شاه پهلوی دکترای افتخاری پیشکش می‌کند.,"Social, Politics"
606,تصویب قانون کاپیتولاسیون,"Politics"
607,تهران - هایله سلاسی امپراتور اتیوپی برایدار رسمی وارد تهران می‌شود.,"Politics"
608,تصویب نهایی قانون کاپیتولاسیون در ایران در مجلس شورای ملی,"Politics"
609,تبعید روح‌الله خمینی به ترکیه,"Politics, Social"
610,تهران - بودوئن پادشاه بلژیک همراه ملکه فا بیولا برایدار رسمی وارد تهران می‌شود.,"Politics"
611,بهای بنزین و سایر فراورده‌های نفتی و متعاقب آن نرخ تاکسی‌ها در ایران، گران شد. به همین دلیل مردم و تاکسی رانان دست به تظاهرات و اعتصاب زدند، که دولت برای عدم گسترش این اعتصابات، مجبور به ارزان کردن محصولات نفتی شد,"Economy, Social, Politics"
612,تهران - آیت‌الله مطهری و بهشتی و محمد جواد باهنر و علی اکبر هاشمی رفسنجانی در حسینیه ارشاد وعظ می‌کنند. هزینه بنای این مسجد را بازرگانان تهران پرداخته‌اند.,"Social, Politics"
613,ترور حسنعلی منصور توسط محمد بخارایی,"Politics, Crime/Safety"
614,منصوب شدن اسدالله علم به‌عنوان رئیس دانشگاه پهلوی,"Social, Politics"
615,تهران –  سوء قصد به جان محمد رضا پهلوی در کاخ مرمر به وسیلهٔ سرباز گارد شاهنشاهی  شمس آبادی یکی از اعضای فداییان اسلام. در یک مصاحبه تلویزیونی  اسدالله بادامچیان گفت اسلحه برای کشتن منصور را اکبر هاشمی رفسنجانی تهیه کرده بود. هاشمی رفسنجانی در مصاحبهگری این موضوع را انکار کرد.,"Politics, Crime/Safety"
616,ریودوژانیرو – دانشگاه ریودوژانیرو به محمد رضا پهلوی دکترای افتخاری می‌دهد.,"Social, Politics"
617,افتتاح نمایشگاه بزرگ هفت‌هزار سال تاریخ و هنر ایران در کاخ هنرهای زیبای سان فرانسیسکو افتتاح شد,"Social"
618,بنیان‌گذاری سازمان مجاهدین خلق ایران,"Politics"
619,تهران – مجلس شورای ملی و مجلس سنا لقب آریامهر را به شاهنشاه اعطا می‌کنند. این عنوان توسط محمد القاسی وزیر فرهنگ مراکش و رئیس بورد اجرایی یونسکو در ۸ سپبر برای قدردانی از محمد رضا پهلوی پادشاه ایران و کشور ایران در مبارزه با بیسوادی ابداع شده‌است.,"Politics, Social"
620,امیرعباس هویدا، رئیس دولت وقت، استعفای خود را به محمدرضا شاه ابلاغ کرد و بار دیگر مأمور تشکیل دولت شد.,"Politics"
621,تهران - نمایشنامهٔ پهلوان اکبر می‌میرد نخستین بار در تالار بیست‌وپنج به نمایش درآمد.,"Social, Sports/Entertainment"
622,تهران – خانه سازی برای خانواده‌های کم در آمد – محمد رضا پهلوی شاه ایران کوی نهم را که برای سکونت طبقات کم در آمد ساخته شده‌است افتتاح می‌کند. آپارتمانهایی برای خانوادههای ۳ تا ۵ نفره ساخته شده‌است.,"Social, Economy"
623,تهران – شاه محمد رضا پهلوی دانشگاه صنعتی آریامهر را افتتاح می‌کند. رشته‌های مهندسی این دانشگاه بر اساس دانشگاه صنعتی ماساچوست MIT می‌باشد.,"Social, Technology/Science"
624,دمشق –پلمات‌های ایرانی سوریه را ترک می‌کنند. یکی از وزیران این کشور خوزستان را عربستان اعلام می‌کند.,"Politics"
625,مدرس – ایران و هند قراداد برای ساخت یک پالایشگاه با گنجایش تصفیه ۵۰۰۰۰ بشکه نفت در روز امضا می‌کنند.,"Economy, Politics, Technology/Science"
626,ثبت تپه کلار به‌عنوان یکی از آثار ملی ایران,"Social"
627,تهران - قرارداد ساخت ذوب آهن ایران در اصفهان با وجود مخالفت غرب به اینکه ایران به ذوب آهن احتیاج ندارد با شوروی امضا شد.,"Economy, Politics, Technology/Science"
