id,title,category
1201,اعدام خفاش شب  (معروف‌ترین قاتل زنجیره‌ای در تاریخ ایران),"Crime/Safety"
1202,آتش سوزی در اردوگاه زائران در دشت منا ، 11 کیلومتری مکه رخ داد. 343 کشته شدند.,"Crime/Safety, Social"
1203,فیلم تایتانیک جیمز کامرون ، پردرآمدترین فیلم آن زمان ، ساخته شده بر اساس فاجعه 1912 و کشف سال 1985 ، در ایالات متحده برای اولین بار به نمایش درآمد.,"Social, Sports/Entertainment"
1204,ثبت ملی سردر باغ ملی با شماره ثبت ۱۹۶۷ به‌عنوان یکی از آثار ملی ایران,"Social"
1205,زمین‌لرزه قائن,"Natural Disaster"
1206,برگزاری هفتمین انتخابات ریاست‌جمهوری ایران,"Politics"
1207,رقابت ۱۶ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۱۹۹۸ (آسیا),"Sports/Entertainment"
1208,رقابت ۲۳ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۱۹۹۸ آسیا,"Sports/Entertainment"
1209,آغاز ریاست‌جمهوری محمد خاتمی,"Politics"
1210,بنیان‌گذاری مؤسسه اعتباری توسعه,"Economy"
1211,حادثه ۱۲ مهر فروند نورثروپ اف-۵,"Crime/Safety, Technology/Science"
1212,پایان نگارش جن‌نامه توسط هوشنگ گلشیری,"Social"
1213,رقابت ۱۶ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در مقدماتی جام جهانی فوتبال ۱۹۹۸,"Sports/Entertainment"
1214,آغاز پخش رسمی شبکه سحر.,"Social, Technology/Science"
1215,رقابت ۸ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال استرالیا در مقدماتی جام جهانی فوتبال ۱۹۹۸,"Sports/Entertainment, Social"
1216,برگزاری هشتمین کنفرانس سران کشورهای اسلامی در تهران.,"Politics"
1217,بنیان‌گذاری رسمی مؤسسه اعتباری ثامن,"Economy"
1218,حادثه ۲۵ دی فوکر ۱۰۰,"Crime/Safety, Technology/Science"
1219,سقوط اتوبوس حامل دانشجویان شریف,"Crime/Safety, Social"
1220,ثبت رسمی خانه آیت‌الله مدرس با شماره ثبت ملی ۱۹۷۴ به‌عنوان یکی از آثار ملی ایران,"Social"
1221,ثبت رسمی پرستشگاه بت‌گوران به عنوان یکی از آثار ملی ایران,"Social"
1222,ثبت رسمی پل لاتیدان به عنوان یکی از آثار ملی ایران,"Social"
1223,ثبت رسمی قلعه هرمز به عنوان یکی از آثار ملی ایران,"Social"
1224,ثبت رسمی باغ و گورستان ظهیرالدوله به عنوان یکی از آثار ملی ایران,"Social"
1225,آغاز محاکمه غلامحسین کرباسچی شهردار تهران,"Politics, Crime/Safety"
1226,رقابت ۲۴ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال یوگسلاوی در جام جهانی ۱۹۹۸,"Sports/Entertainment"
1227,مسابقه ایران و آمریکا در جام جهانی فوتبال ۱۹۹۸,"Sports/Entertainment, Politics"
1228,استیضاح و برکناری عبدالله نوری وزیر کشور,"Politics"
1229,بازی آمریکا و ایران (جام جهانی فوتبال ۱۹۹۸),"Sports/Entertainment, Politics"
1230,رقابت ۴ تیر تیم ملی فوتبال ایران با تیم ملی فوتبال آلمان در جام جهانی فوتبال ۱۹۹۸,"Sports/Entertainment"
1231,قهرمانی فرانسه در جام جهانی ۱۹۹۸,"Sports/Entertainment"
1232,تیر - انتشار آلبوم پرطرفدار مسافر اثر شادمهر عقیلی.,"Social, Sports/Entertainment"
1233,زمین‌لغزش و سیل ماسوله.,"Natural Disaster"
1234,زمین‌لغزش و سیل ۱۳۷۷ ماسوله.,"Natural Disaster"
1235,ترور گروهیپلمات‌های ایرانی در شهر مزار شریف افغانستان به دست گروه طالبان,"Politics, Crime/Safety"
1236,روز گفتگوی تمدنها,"Politics, Social"
1237,برگزاری انتخابات دوره سوم مجلس خبرگان رهبری,"Politics"
1238,برگزاری انتخابات سومین دوره مجلس خبرگان رهبری,"Politics"
1239,تأسیس سازمان صنایع هوافضا,"Politics, Technology/Science"
1240,آغاز ساخت ایستگاه فضایی بین‌المللی در مدار زمین,"Technology/Science"
1241,آغاز ساخت ایستگاه فضایی بین‌المللی در مدار زمین,"Technology/Science"
1242,پاییز - افشای قتل‌های زنجیره‌ای در ایران,"Politics, Crime/Safety"
1243,تأسیس دانشکده صدا و سیما - قم,"Social"
1244,سالروز چسبیدن آ به ذر,"Social"
1245,رقابت ۲۳ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در بازی‌های آسیایی ۱۹۹۸,"Sports/Entertainment"
1246,برگزاری نخستین دوره انتخابات شوراهای شهر و روستا,"Politics"
1247,انتشار آلبوم دهاتی، شادمهر عقیلی که از آن به عنوان پرفروش‌ترین آلبوم پس از انقلاب یاد می شود.,"Social, Sports/Entertainment"
1248,وقایع ۱۸ تیر ۱۳۷۸.,"Politics, Social, Crime/Safety"
1249,آغاز حمله به کوی دانشگاه تهران (۱۸ تیر) که در پی تحصن اعتراض‌آمیز دانشجویان کوی دانشگاه تهران در اعتراض به توقیف روزنامه سلام، با ورود نیروی انتظامی به این کوی، این تحصن به خشونت کشیده شد.,"Politics, Social, Crime/Safety"
1250,حادثه کوی دانشگاه تهران,"Politics, Social, Crime/Safety"
1251,تظاهرات دانشجویی ۲۰ تیر تبریز,"Politics, Social"
1252,سیل نکا,"Natural Disaster"
1253,انتشار آلبوم مشق سکوت، شادمهر عقیلی.,"Social, Sports/Entertainment"
1254,ثبت مسجد قدیمی توران پشت به‌عنوان یکی از آثار ملی ایران,"Social"
1255,ثبت زیارتگاه خدیجه خاتون به‌عنوان یکی از آثار ملی ایران,"Social"
1256,ثبت خانه موید علایی به‌عنوان یکی از آثار ملی ایران,"Social"
1257,ثبت موزه حیات وحش هفت چنار به‌عنوان یکی از آثار ملی ایران,"Social"
1258,انتشار آلبوم نغمه های شرقی، شادمهر عقیلی.,"Social, Sports/Entertainment"
1259,حادثه سقوط ۱۱ اسفند بالگرد نیروی انتظامی در دریاچه مهارلو,"Crime/Safety, Technology/Science"
1260,سعید حجاریان جلوی شورای شهر ترور شد اماجان سالم به در برد.,"Politics, Crime/Safety"
1261,ترور سعید حجاریان.,"Politics, Crime/Safety"
1262,۲۹ و ۳۰ - پخش دست‌چین شده بخش‌های از کنفرانس ایران پس از انتخابات (کنفرانس برلین) از صدا و سیمای جمهوری اسلامی,"Politics, Social"
1263,رقابت ۱۴ فروردین تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۰۰,"Sports/Entertainment"
1264,رقابت ۲۳ فروردین تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۰۰,"Sports/Entertainment"
1265,اردیبهشت - توقیف همزمان و ناگهانی روزنامه‌های اصلاح طلب هوادار محمد خاتمی که به عنوان «توقیف فله‌ای مطبوعات» از آن یاد می‌شود.,"Politics, Social"
1266,تشکلیل ششمین دوره مجلس,"Politics"
1267,رقابت ۸ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مسابقات فوتبال غرب آسیا ۲۰۰۰,"Sports/Entertainment"
1268,رقابت تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مسابقات فوتبال غرب آسیا ۲۰۰۰,"Sports/Entertainment"
1269,هیئت وزیران کشور قطر، طرح همکاری قطر و ایران را در امور فرهنگی و فنی تصویب کرد.,"Politics, Social"
1270,مرداد - انتشار آلبوم پر پرواز، شادمهر عقیلی.,"Social, Sports/Entertainment"
1271,سقوط کنکورد ایرفرانس این هواپیما اندکی پس از برخاستن از فرودگاه شاردوگل فرانسه موتور عقب آن آتش گرفت و با برخورد به هتلی ۱۰۹ نفر کشته شدند.,"Crime/Safety, Technology/Science"
1272,آغاز تظاهرات خرم‌آباد,"Politics, Social"
1273,رقابت ۲ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۲۰۰۰,"Sports/Entertainment"
1274,ورود نخستین گروه فضانوردان به ایستگاه فضایی بین‌المللی,"Technology/Science"
1275,ثبت ملی بند برج عیار یا صابی کش به شماره ثبت ۲۹۴۰ به‌عنوان یکی از آثار ملی ایران,"Social"
1276,کناره‌گیری مهاجرانی از وزارت ارشاد,"Politics"
1277,تصویب لایحه ادغام وزارت جهاد سازندگی با وزارت کشاورزی جهت,"Politics"
1278,تایید لایحه ادغام وزارت جهاد سازندگی با وزارت کشاورزی جهت بنیان‌گذاری وزارت جهاد کشاورزی در شورای نگهبان.,"Politics"
1279,حادثه ۲۶ بهمن فروند بالگرد آموزشی هوانیروز ارتش جمهوری اسلامی ایران,"Crime/Safety, Technology/Science"
1280,ثبت رسمی میدان باغ کرمان به عنوان یکی از آثار ملی ایران,"Social"
1281,حادثه ۲۷ اردیبهشت یاکوولف یاک-۴۰,"Crime/Safety, Technology/Science"
1282,خرداد - انتخاب سید محمد خاتمی به ریاست جمهوری,"Politics"
1283,برگزاری هشتمین انتخابات ریاست‌جمهوری ایران,"Politics"
1284,کاخ آپادانا در شوش از دورهٔ هخامنشی، قلعهٔ شوش از دورهٔ قاجار، آسیاب‌های شوشتر از دورهٔ ساسانیان و آسیاب‌های آبی گنو در بندرعباس از دورهٔ قاجار در فهرست آثار ملی ایران قرار گرفت.,"Social"
1285,سیل گلستان,"Natural Disaster"
1286,اعتراضات به تقسیم استان خراسان,"Politics, Social"
1287,حملهٔ تروریستی ۱۱ سپتامبر به برج‌ها دوقلو نیویورک با حدود ۳ هزار کشته.,"Politics, Crime/Safety"
1288,آغاز یورش آمریکا به افغانستان برای سرنگونی طالبان,"Politics, Crime/Safety"
1289,گشایش موزه محمود فرشچیان، نگارگر معصر، در مجموعه فرهنگی تاریخی سعدآباد تهران,"Social"
1290,اعطای جایزه علمی یونسکو به «سیما رأفتی سیدی یزدی»، استاد ایمونولوژی مؤسسه پاسور ایران,"Social, Technology/Science"
1291,اعطای جایزه کتاب سال ۲۰۰۱ سوئیس به محمدرضا بایرامی، نویسنده,"Social"
