id,title,category
2001,آغاز جام حذفی فوتبال ایران ۹۸–۱۳۹۷,
2002,حادثه ریزش غار یخی چما,
2003,زمین‌لرزه شهریور تازه‌آباد کرمانشاه,
2004,سانحه جنگنده اف-۵ دزفول,
2005,حمله به کنسولگری ایران در بصره,
2006,حمله موشکی سپاه پاسداران به مقر حزب دموکرات کردستان,
2007,حمله موشکی سپاه پاسداران به مقر حزب دموکرات کردستان با ۷ موشک کوتاه‌برد فاتح ۱۱۰ که منجر به کشته شدن ۱۵ نفر از اعضای حزب و زخمی شدن حدود ۴۰ نفر از آنان شد.,
2008,آغاز اعتصاب سراسری کردستان,
2009,حمله سفارت ایران در پاریس,
2010,حمله به رژه نظامی در اهواز.,
2011,سیل شمال ایران,
2012,برگزاری سومین دور انتخابات شورای ملی افغانستان در نظام جمهوری اسلامی,
2013,طوفان مهران,
2014,انحلال باشگاه فوتبال نفت تهران.,
2015,نایب قهرمانی باشگاه فوتبال پرسپولیس در لیگ قهرمانان آسیا ۲۰۱۸.,
2016,زمین‌لرزه سرپل ذهاب,
2017,بمب‌گذاری در چابهار,
2018,آتش‌سوزی مدرسه اسوه حسنه زاهدان,
2019,واژگونی اتوبوس دانشجویان واحد علوم تحقیقات دانشگاه آزاد تهران,
2020,حادثه واژگونی اتوبوس حامل دانشجویان دانشگاه آزاد اسلامی واحد علوم و تحقیقات (تهران) که منجر به کشته شدن ۱۰ دانشجو شد.,
2021,کشف جسد بی‌جان زهرا نویدپور,
2022,خورشید گرفتگی جزیی: غیرقابل رویت در ایران.,
2023,رقابت ۱۷ دی تیم ملی فوتبال ایران با تیم ملی فوتبال یمن در جام ملت‌های آسیا ۲۰۱۹,
2024,رقابت ۲۲ دی تیم ملی فوتبال ایران با تیم ملی فوتبال ویتنام در جام ملت‌های آسیا ۲۰۱۹,
2025,حادثه ۲۴ دی فروند بوئینگ ۷۰۷ نهاجا,
2026,سقوط هواپیمای بوئینگ ۷۰۷ ارتش جمهوری اسلامی ایران در فرودگاه فتح در استان البرز که منجر به کشته شدن ۱۵ نفر از ۱۶ نفر سرنشین‌های این هواپیما شد.,
2027,رقابت ۲۶ دی تیم ملی فوتبال ایران با تیم ملی فوتبال عراق در جام ملت‌های آسیا ۲۰۱۹,
2028,رقابت ۳۰ دی تیم ملی فوتبال ایران با تیم ملی فوتبال عمان در جام ملت‌های آسیا ۲۰۱۹,
2029,ماه‌گرفتگی کلی ۱ بهمن ۹۷: قابل رویت در ایران.,
2030,رقابت ۴ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال چین در جام ملت‌های آسیا ۲۰۱۹,
2031,رقابت ۸ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال ژاپن در جام ملت‌های آسیا ۲۰۱۹,
2032,رونمایی از پهپاد کمان ۱۲,
2033,حمله به ناحیه مقاومت بسیج نیکشهر,
