id,date_jalali,date_gregorian,title,title_english,persian_wiki_links,english_wiki_links,details,era_persian,era_english,Crime/Safety,Economy,Health,Natural Disaster,Politics,Social,Sports/Entertainment,Technology/Science,Death
4914.0,1213-08-02,1834-10-24,فتحعلی‌شاه,Fath Ali Shah,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Fath-Ali_Shah_Qajar,دومین شاه ایران از دودمان قاجار,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4916.0,1223-01-02,1844-03-22,محمدباقر شفتی,Mohammad Bagher Shafti,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%B4%D9%81%D8%AA%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Bagher_Shafti,روحانی و فقیه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4918.0,1227-06-14,1848-09-05,محمدشاه قاجار,Mohammad Shah Qajar,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Mohammad_Shah_Qajar,سومین پادشاه قاجار,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4925.0,1230-10-20,1852-01-10,امیرکبیر,Amir Kabir,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1,https://en.wikipedia.org/wiki/Amir_Kabir,نخستین صدراعظم ایران در زمان پادشاهی ناصرالدین‌شاه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4927.0,1234-09-29,1855-12-20,فریدون میرزا,Fereydoun Mirza,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7,https://en.wikipedia.org/wiki/Fereydun_Mirza,از فرزندان عباس میرزا,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4931.0,1243-12-28,1865-03-18,میرزا آقاخان نوری,Mirza Agha Khan Nouri,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%A2%D9%82%D8%A7%D8%AE%D8%A7%D9%86_%D9%86%D9%88%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Mirza_Aqa_Khan_Nuri,دومین صدراعظم ناصرالدین‌شاه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4932.0,1250-04-08,1871-06-29,رضاقلی‌خان هدایت,Reza Qali Khan Hedayat,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D9%82%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D9%87%D8%AF%D8%A7%DB%8C%D8%AA,https://en.wikipedia.org/wiki/Reza-Qoli_Khan_Hedayat,ادیب، شاعر و تذکره‌نویس,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4936.0,1259-01-10,1880-03-29,محمدتقی سپهر,Mohammad Taghi Sepehr,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B3%D9%BE%D9%87%D8%B1,https://en.wikipedia.org/wiki/Mohammad_Taqi_Sepehr,شاعر,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4941.0,1271-05-29,1892-08-19,میرزا محمدرضا کلهر,Mirza Mohammad Reza Kalhor,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%DA%A9%D9%84%D9%87%D8%B1,https://en.wikipedia.org/wiki/Mirza_Mohammad_Reza_Kalhor,خوشنویس دوره قاجاریه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4943.0,1273-12-01,1895-02-20,میرزای شیرازی,Mirza Shirazi,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Mirza_Shirazi,صاحب حکم نهضت تنباکو و مرجع تقلید شیعه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4944.0,1275-01-13,1896-04-01,محمدحسن اعتمادالسلطنه,Mohammad Hasan Etimad al-Sultaneh,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87,https://en.wikipedia.org/wiki/Mohammad_Hasan_Khan_E%27temad_os-Saltaneh,نویسنده و سیاستمدار,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4945.0,1275-02-12,1896-05-01,ناصرالدین‌شاه,Naseruddin Shah,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Naser_al-Din_Shah_Qajar,چهارمین شاه ایران از دودمان قاجار,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4946.0,1275-04-27,1896-07-17,میرزا آقاخان کرمانی,Mirza Agha Khan Kermani,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%A2%D9%82%D8%A7%D8%AE%D8%A7%D9%86_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mirza_Aqa_Khan_Kermani,از طرفداران جنبش مشروطه ایران و نویسنده,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4947.0,1275-04-27,1896-07-17,احمد روحی,Ahmad Rouhi,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B1%D9%88%D8%AD%DB%8C,https://en.wikipedia.org/wiki/Sheikh_Ahmad_Rouhi,از طرفداران جنبش مشروطه ایران و شاعر,قاجار,Qajar,0,0,0,0,0,0,0,0,1
4948.0,1275-05-21,1896-08-11,میرزا رضا کرمانی,Mirza Reza Kermani,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B1%D8%B6%D8%A7_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mirza_Reza_Kermani,از شاگردان سید جمال‌الدین اسدآبادی و قاتل ناصرالدین شاه,قاجار,Qajar,0,0,0,0,0,0,0,0,1
