year,person,details,person_links,day,month
۱۱۷۰ ,محمدباقر وحید بهبهانی,فقیه و مجتهد شیعه,"[{'text': 'محمدباقر وحید بهبهانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D9%88%D8%AD%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C'}]",10,4
۱۳۷۶ ,محمدعلی مجتهدی گیلانی,استاد دانشگاه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدعلی مجتهدی گیلانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C'}]",10,4
۱۳۷۹ ,لایق شیرعلی,شاعر,"[{'text': 'لایق شیرعلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%DB%8C%D9%82_%D8%B4%DB%8C%D8%B1%D8%B9%D9%84%DB%8C'}]",10,4
۱۳۸۲ ,حسین فکری,بازیکن و مربی فوتبال,"[{'text': 'حسین فکری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%DA%A9%D8%B1%DB%8C'}]",10,4
۱۳۹۱ ,حمید حمزه,بازیگر,"[{'text': 'حمید حمزه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D9%85%D8%B2%D9%87'}]",10,4
۱۳۱۹ ,کیخسرو شاهرخ,رئیس انجمن زرتشتیان تهران,"[{'text': 'کیخسرو شاهرخ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%AE%D8%B3%D8%B1%D9%88_%D8%B4%D8%A7%D9%87%D8%B1%D8%AE'}]",11,4
۱۳۶۱ ,محمد صدوقی,مجتهد,"[{'text': 'محمد صدوقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D9%88%D9%82%DB%8C'}]",11,4
۱۳۸۰ ,هارون شفیقی,شاعر,"[{'text': 'هارون شفیقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%88%D9%86_%D8%B4%D9%81%DB%8C%D9%82%DB%8C'}]",11,4
۱۳۹۰ ,محمدعلی صدوقی,نماینده ولیه فقیه در استان یزد و فرزند محمد صدوقی,"[{'text': 'محمدعلی صدوقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B5%D8%AF%D9%88%D9%82%DB%8C'}]",11,4
۱۳۹۲ ,فوزیه,نخستین همسر محمدرضا پهلوی,"[{'text': 'فوزیه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D9%88%D8%B2%DB%8C%D9%87'}]",11,4
۱۴۰۲ ,خسرو حسن‌زاده,نقاش,"[{'text': 'خسرو حسن\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%D8%AD%D8%B3%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",11,4
۱۴۰۴ ,مهدی خلیلی,ایرانگرد و مستندساز,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",11,4
۱۲۹۷ ,مسعود میرزا ظل‌السلطان,شاهزاده قاجار و پسر ارشد ناصرالدین‌شاه,"[{'text': 'مسعود میرزا ظل\u200cالسلطان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B8%D9%84%E2%80%8C%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86'}]",12,4
۱۳۰۳ ,میرزاده عشقی,شاعر، روزنامه‌نگار، نویسنده و نمایشنامه‌نویس ایرانی,"[{'text': 'میرزاده عشقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%D9%87_%D8%B9%D8%B4%D9%82%DB%8C'}]",12,4
۱۳۴۹ ,عبدالحسین امینی معروف به علامه امینی,نویسنده کتاب الغدیر,"[{'text': 'عبدالحسین امینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",12,4
۱۳۸۸ ,جمشید شیبانی,آهنگساز، کارگردان، تهیه‌کننده، خواننده و ترانه‌سرای موسیقی,"[{'text': 'جمشید شیبانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%B4%DB%8C%D8%A8%D8%A7%D9%86%DB%8C'}]",12,4
۱۳۹۹ ,سیروس گرجستانی,بازیگر,"[{'text': 'سیروس گرجستانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%DA%AF%D8%B1%D8%AC%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",12,4
۱۴۰۰ ,محمد برسوزیان,بازیگر (ز. ۱۳۲۴),"[{'text': 'محمد برسوزیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D8%B3%D9%88%D8%B2%DB%8C%D8%A7%D9%86'}]",12,4
۱۴۰۰ ,فرهاد طب‌نوری,فیلمنامه‌نویس (ز. ۱۳۴۴),"[{'text': 'فرهاد طب\u200cنوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%B7%D8%A8%E2%80%8C%D9%86%D9%88%D8%B1%DB%8C'}]",12,4
۱۳۵۰ ,محمد معین,استاد زبان فارسی و پدیدآورنده فرهنگ معین (زاده ۱۲۹۷),"[{'text': 'محمد معین', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B9%DB%8C%D9%86'}]",13,4
۱۳۷۷ ,صادق چوبک,نویسنده (زاده ۱۲۹۵),"[{'text': 'صادق چوبک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%DA%86%D9%88%D8%A8%DA%A9'}]",13,4
۱۳۶۰ ,علی انصاری,دومین استاندار گیلان پس از انقلاب ۱۳۵۷,"[{'text': 'علی انصاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C'}]",15,4
۱۳۶۰ ,محمد نورانی,معاون عمرانی علی انصاری,[],15,4
۱۳۶۹ ,مجید محسنی,بازیگر,"[{'text': 'مجید محسنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86%DB%8C'}]",15,4
۱۴۰۴ ,امیر ابوطالب,بازیکن و مربی فوتبال,"[{'text': 'امیر ابوطالب', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%A7%D8%A8%D9%88%D8%B7%D8%A7%D9%84%D8%A8'}]",15,4
Maidh,yo-shema: (میدیوشـِیم) – روز پانزدهم تیرماه,صدوپنج‌مین روز سال که در این روز «آب» آفریده شد.ترجمه این گهنبار ، هنگام برداشت نیمی از دانه ها و میوه هاست .,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",15,4
۱۳۸۵ ,سید جواد ذاکر طباطبایی,مداح,"[{'text': 'سید جواد ذاکر طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D8%AF_%D8%B0%D8%A7%DA%A9%D8%B1_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",16,4
۱۳۹۱ ,فخری گلستان,سفالگر,"[{'text': 'فخری گلستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}]",16,4
۱۴۰۲ ,مروت‌الله پرتو,نماینده حوزه انتخابیه خدابنده در دوره ششم مجلس شورای اسلامی,"[{'text': 'مروت\u200cالله پرتو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D9%88%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%BE%D8%B1%D8%AA%D9%88'}]",16,4
۷۱۷ ,عبدالرزاق باشتینی,اولین حاکم سربداران در ایران,"[{'text': 'عبدالرزاق باشتینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B2%D8%A7%D9%82_%D8%A8%D8%A7%D8%B4%D8%AA%DB%8C%D9%86%DB%8C'}]",18,4
۱۳۷۸ ,مهدی حائری یزدی,اولین سفیر ایران در آمریکا بعد از انقلاب,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی حائری یزدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C_%DB%8C%D8%B2%D8%AF%DB%8C'}]",18,4
۱۳۷۸ ,عزت‌الله ابراهیم‌نژاد,در وقایع حمله به کوی دانشگاه تهران (۱۳۷۸) کشته شد,"[{'text': 'عزت\u200cالله ابراهیم\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",18,4
۱۳۸۴ ,کریم امامی,نویسنده و مترجم (زاده ۱۳۰۹),"[{'text': 'کریم امامی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",18,4
۱۳۸۸ ,مهدی آذریزدی,نویسنده کودکان و نوجوانان,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی آذریزدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A2%D8%B0%D8%B1_%DB%8C%D8%B2%D8%AF%DB%8C'}]",18,4
۱۳۹۳ ,محمد محمدی گیلانی,روحانی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمد محمدی گیلانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C'}]",18,4
۱۳۹۵ ,جواد شهرستانی (مهندس),وزیر راه و ترابری,"[{'text': 'جواد شهرستانی (مهندس)', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D8%AF_%D8%B4%D9%87%D8%B1%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_(%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA%D9%85%D8%AF%D8%A7%D8%B1)'}]",18,4
۱۳۹۷ ,محمد بسته‌نگار,سخنگوی شورای فعالان ملی مذهبی و از اعضای شورای فعالان ملی مذهبی,"[{'text': 'محمد بسته\u200cنگار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B3%D8%AA%D9%87%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1'}]",18,4
۱۳۹۷ ,لیلا امامی,از زنان روشنفکر و مدرن ایران و همسر امیرعباس هویدا,"[{'text': 'لیلا امامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",18,4
۱۳۹۷ ,محمد بسته‌نگار,از اعضای جبهه ملی ایران و داماد سید محمود طالقانی,"[{'text': 'محمد بسته\u200cنگار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B3%D8%AA%D9%87%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1'}]",18,4
۱۳۹۹ ,هوشنگ صدیق,سرتیپ خلبان اف-۴ فانتوم ۲ نیروی هوایی ارتش جمهوری اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'هوشنگ صدیق', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%B5%D8%AF%DB%8C%D9%82'}]",18,4
۱۳۷۸ ,فرشته علیزاده در وقایع ۱۸ تیر ۱۳۷۸,,"[{'text': 'فرشته علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%AA%D9%87_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}, {'text': '۸ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D8%AA%DB%8C%D8%B1'}]",18,4
۱۳۷۸ ,سعید زینالی در وقایع ۱۸ تیر ۱۳۷۸,,"[{'text': 'سعید زینالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B2%DB%8C%D9%86%D8%A7%D9%84%DB%8C'}, {'text': '۸ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D8%AA%DB%8C%D8%B1'}]",18,4
۱۳۹۵ ,مهدیه الهی قمشه‌ای,شاعر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدیه الهی قمشه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C%D9%87_%D8%A7%D9%84%D9%87%DB%8C_%D9%82%D9%85%D8%B4%D9%87%E2%80%8C%D8%A7%DB%8C'}]",19,4
۱۳۲۶ ,سید جعفر پیشه‌وری,سیاستمدار,"[{'text': 'سید جعفر پیشه\u200cوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%DB%8C%D8%B4%D9%87%E2%80%8C%D9%88%D8%B1%DB%8C'}]",20,4
۱۳۸۲ ,زهرا کاظمی,عکاس ساکن کانادا,"[{'text': 'زهرا کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",20,4
۱۳۸۹ ,عنایت‌الله رضا,نویسنده و فلسفه دان,"[{'text': 'عنایت\u200cالله رضا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%86%D8%A7%DB%8C%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B1%D8%B6%D8%A7'}]",20,4
۱۳۹۰ ,حسن میرزایی اهرنجانی,عضو هیئت علمی گروه مدیریت دولتی دانشکده مدیریت دانشگاه تهران,"[{'text': 'حسن میرزایی اهرنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%DB%8C_%D8%A7%D9%87%D8%B1%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}]",20,4
۱۳۹۴ ,حسین حاتمی,از فرماندهان ارتش جمهوری اسلامی ایران,[],20,4
۱۴۰۲ ,احمد رضا احمدی,شاعر و نویسنده (زاده ۱۳۱۹),"[{'text': 'احمد رضا احمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",20,4
۱۳۴۳ ,حسین علاء,از نخست‌وزیران ایران در زمان پادشاهی محمدرضا پهلوی,"[{'text': 'حسین علاء', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B9%D9%84%D8%A7%D8%A1'}]",21,4
۱۳۵۸ ,پری بلنده,کارگر جنسی,"[{'text': 'پری بلنده', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C_%D8%A8%D9%84%D9%86%D8%AF%D9%87'}]",21,4
۱۳۵۸ ,اشرف چهارچشم,کارگر جنسی,"[{'text': 'اشرف چهارچشم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%B1%D9%81_%DA%86%D9%87%D8%A7%D8%B1%DA%86%D8%B4%D9%85'}]",21,4
۱۳۵۸ ,منصور باقریان,خبرنگار,"[{'text': 'منصور باقریان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C%D8%A7%D9%86'}]",21,4
۱۳۹۷ ,عباس امیرانتظام,از اعضای جبهه ملی ایران,"[{'text': 'عباس امیرانتظام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85'}]",21,4
۱۳۹۹ ,حسن شریفی,بازیگر,"[{'text': 'حسن شریفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B4%D8%B1%DB%8C%D9%81%DB%8C'}]",21,4
۱۴۰۰ ,محمود شکیبی,فوتبالیست,"[{'text': 'محمود شکیبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B4%DA%A9%DB%8C%D8%A8%DB%8C'}]",21,4
۱۴۰۲ ,رجب‌علی اعتمادی,نویسنده و روزنامه‌نگار,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",21,4
۱۴۰۴ ,عباس انواری,فیزیک‌دان,"[{'text': 'عباس انواری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%86%D9%88%D8%A7%D8%B1%DB%8C'}]",21,4
۱۳۴۸ ,خلیل ملکی,یکی از اعضای گروه ۵۳ نفر,"[{'text': 'خلیل ملکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D9%85%D9%84%DA%A9%DB%8C'}]",22,4
۱۳۶۸ ,عبدالرحمان قاسملو,دبیر کل حزب دموکرات کردستان ایران,"[{'text': 'عبدالرحمان قاسملو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D9%82%D8%A7%D8%B3%D9%85%D9%84%D9%88'}]",22,4
۱۳۸۶ ,فاخره صبا,خواننده اپرا (متسوسوپرانو)، نویسنده و فرهنگ‌نویس (زاده ۱۲۹۹),"[{'text': 'فاخره صبا', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%AE%D8%B1%D9%87_%D8%B5%D8%A8%D8%A7'}]",22,4
۱۳۸۸ ,فرخ‌لقا هوشمند,بازیگر (زاده ۱۳۰۷),"[{'text': 'فرخ\u200cلقا هوشمند', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AE%E2%80%8C%D9%84%D9%82%D8%A7_%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF'}]",22,4
۱۳۸۹ ,رحیم رضازاده ملک,پژوهشگر در تاریخ و فرهنگ ایران (زاده ۱۳۱۹),"[{'text': 'رحیم رضازاده ملک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D8%B1%D8%B6%D8%A7%D8%B2%D8%A7%D8%AF%D9%87_%D9%85%D9%84%DA%A9'}]",22,4
۱۳۹۱ ,حمید سمندریان,کارگردان و استاد تئاتر (زاده ۱۳۱۰),"[{'text': 'حمید سمندریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C%D8%A7%D9%86'}]",22,4
۱۴۰۲ ,علی محمد اشکبوس,دوبلور (زاده ۱۳۲۴),"[{'text': 'علی محمد اشکبوس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D8%B4%DA%A9%D8%A8%D9%88%D8%B3'}]",22,4
۱۳۶۵ ,مهدی حمیدی شیرازی,شاعر و ادیب,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی حمیدی شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",23,4
۱۳۷۳ ,عبدالهادی حائری,مورخ,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عبدالهادی حائری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%87%D8%A7%D8%AF%DB%8C_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C'}]",23,4
۱۳۸۲ ,امانوئل ملیک اصلانیان,پیانیست و آهنگساز ارمنی‌تبار,"[{'text': 'امانوئل ملیک اصلانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%D9%88%D8%A6%D9%84_%D9%85%D9%84%DB%8C%DA%A9_%D8%A2%D8%B5%D9%84%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",23,4
۱۳۸۲ ,بابا صفری,تاریخنگار,"[{'text': 'بابا صفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%D8%A7_%D8%B5%D9%81%D8%B1%DB%8C'}]",23,4
۱۳۸۲ ,کیوان تابش,کشته شد,"[{'text': 'کیوان تابش', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D8%A7%D9%86_%D8%AA%D8%A7%D8%A8%D8%B4'}]",23,4
۱۳۸۸ ,امیر جوادی‌فر,دانشجوی رشته مدیریت صنعتی دانشگاه آزاد اسلامی واحد قزوین بود که در بازداشتگاه کهریزک کشته شد,"[{'text': 'امیر جوادی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AC%D9%88%D8%A7%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",23,4
۱۳۹۴ ,منصور نریمان,نوازنده بربت,"[{'text': 'منصور نریمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D9%86%D8%B1%DB%8C%D9%85%D8%A7%D9%86'}]",23,4
۱۳۹۵ ,جمشید ارجمند,روزنامه‌نگار و ترانه‌سرا,"[{'text': 'جمشید ارجمند', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A7%D8%B1%D8%AC%D9%85%D9%86%D8%AF'}]",23,4
۱۳۹۶ ,مریم میرزاخانی,ریاضی‌دان ایرانی-آمریکایی و استاد دانشگاه استنفورد,"[{'text': 'مریم میرزاخانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D9%85_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%D8%AE%D8%A7%D9%86%DB%8C'}]",23,4
۱۳۹۹ ,عیسی جعفری,نماینده حوزه انتخابیه بهار (همدان) و کبودرآهنگ,"[{'text': 'عیسی جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D8%B3%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",23,4
۱۴۰۰ ,کاوه فرزانه,عکاس,"[{'text': 'کاوه فرزانه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%88%D9%87_%D9%81%D8%B1%D8%B2%D8%A7%D9%86%D9%87'}]",23,4
۱۴۰۴ ,آزاده خورشیددوست,بازیگر,"[{'text': 'آزاده خورشیددوست', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D9%87_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%D8%AF%D9%88%D8%B3%D8%AA'}]",23,4
۱۴۰۴ ,یعقوب صباحی,بازیگر,[],23,4
۱۳۷۲ ,ملک‌جان نعمتی,شاعر,"[{'text': 'ملک\u200cجان نعمتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%E2%80%8C%D8%AC%D8%A7%D9%86_%D9%86%D8%B9%D9%85%D8%AA%DB%8C'}]",24,4
۱۳۷۹ ,سعید رابعی,گوینده رادیو,"[{'text': 'سعید رابعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B1%D8%A7%D8%A8%D8%B9%DB%8C'}]",24,4
۱۳۷۹ ,یحیی مهدوی,استاد فلسفه دانشگاه تهران,"[{'text': 'یحیی مهدوی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D9%85%D9%87%D8%AF%D9%88%DB%8C'}]",24,4
۱۳۸۸ ,لِوُن داویدیان,از سیاستمداران ارمنی-ایرانی و نماینده اقلیت‌های دینی مجلس شورای اسلامی در پی سقوط هواپیمای مسافربری مسیر تهران-ایروان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",24,4
۱۳۸۸ ,عبدی یمینی,آهنگساز، تنظیم‌کننده و نوازنده نامدار و برجسته در پی سانحه سقوط هواپیمای مسافربری مسیر تهران-ایروان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عبدی یمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%DB%8C_%DB%8C%D9%85%DB%8C%D9%86%DB%8C'}]",24,4
۱۳۸۸ ,مارتیک درآوانسیان,پدر ارتوپدی فنی ایران,"[{'text': 'مارتیک درآوانسیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%B1%D8%AA%DB%8C%DA%A9_%D8%AF%D8%B1%D8%A2%D9%88%D8%A7%D9%86%D8%B3%DB%8C%D8%A7%D9%86'}]",24,4
